Customer_ID,Customer_Name,Phone_Number,Gender,Age,City,State,Plan_Type,Network_Type,Avg_Monthly_Usage_Min,Avg_Data_Usage_GB,Monthly_Bill_Amount,Telecom_Company
CUST07942,Diya Wagle,+919078730873,Female,20,Chennai,Tamil Nadu,Postpaid,4G,222.5,35.46,1479.2,IndiTel Communications
CUST07943,Keya Gulati,+919524313935,Female,22,Mysore,Karnataka,Prepaid,5G,998.3,9.74,214.33,IndiTel Communications
CUST07944,Shalv Shenoy,+917705836552,Female,42,Pune,Maharashtra,Postpaid,VoLTE,548.4,24.38,1383.13,IndiTel Communications
CUST07945,Diya Devi,+917321356731,Male,64,Noida,Uttar Pradesh,Prepaid,VoLTE,108.0,44.47,1452.94,IndiTel Communications
CUST07946,Kaira Bakshi,+918559710897,Female,33,Kanpur,Uttar Pradesh,Postpaid,VoLTE,574.9,21.06,826.38,IndiTel Communications
CUST07947,Hrishita Som,+919898576816,Female,56,New Delhi,Delhi,Prepaid,VoLTE,972.5,36.09,1809.3,IndiTel Communications
CUST07948,Kimaya Shan,+917109394587,Female,50,Dwarka,Delhi,Postpaid,5G,416.6,33.94,1499.45,IndiTel Communications
CUST07949,Oorja Sura,+919461006416,Female,53,Bangalore,Karnataka,Prepaid,5G,802.4,49.83,789.99,IndiTel Communications
CUST07950,Kimaya Atwal,+919438615321,Female,19,Rohini,Delhi,Postpaid,5G,540.5,32.53,2193.61,IndiTel Communications
CUST07951,Zaina Bala,+918244802134,Female,51,Kanpur,Uttar Pradesh,Postpaid,VoLTE,382.8,27.33,2424.75,IndiTel Communications
CUST07952,Kabir Solanki,+918848172634,Female,64,Mangalore,Karnataka,Prepaid,VoLTE,765.6,1.0,574.45,IndiTel Communications
CUST07953,Mahika Bhalla,+917364885231,Male,53,Lucknow,Uttar Pradesh,Prepaid,VoLTE,378.6,21.09,710.82,IndiTel Communications
CUST07954,Tarini Gulati,+918277015509,Male,61,Howrah,West Bengal,Prepaid,4G,993.7,46.58,2208.04,IndiTel Communications
CUST07955,Vritika Bhavsar,+917445005313,Female,48,Pune,Maharashtra,Prepaid,VoLTE,218.3,11.21,1034.79,IndiTel Communications
CUST07956,Faiyaz Ratti,+917248895699,Male,42,Surat,Gujarat,Prepaid,5G,173.2,31.23,2333.45,IndiTel Communications
CUST07957,Kanav Suresh,+918531510566,Male,65,Lucknow,Uttar Pradesh,Prepaid,VoLTE,184.3,31.2,2156.17,IndiTel Communications
CUST07958,Renee Varty,+919392665270,Male,40,Dwarka,Delhi,Postpaid,5G,870.9,3.08,321.37,IndiTel Communications
CUST07959,Aarav Mahajan,+919357946323,Female,20,Coimbatore,Tamil Nadu,Prepaid,5G,141.4,14.47,1814.78,IndiTel Communications
CUST07960,Romil Dar,+919203331549,Female,33,Mysore,Karnataka,Prepaid,VoLTE,171.5,30.37,622.69,IndiTel Communications
CUST07961,Aarav Dhar,+918722749082,Male,28,Dwarka,Delhi,Prepaid,VoLTE,669.7,25.25,567.84,IndiTel Communications
CUST07962,Pihu Chaudhry,+918102195455,Female,19,Noida,Uttar Pradesh,Prepaid,4G,296.5,2.91,1816.59,IndiTel Communications
CUST07963,Bhavin Wali,+918016890660,Female,34,Noida,Uttar Pradesh,Postpaid,VoLTE,259.7,15.55,2269.65,IndiTel Communications
CUST07964,Advika Vora,+919450879337,Female,34,Rohini,Delhi,Prepaid,4G,238.6,24.76,788.09,IndiTel Communications
CUST07965,Anay Vaidya,+918709502889,Male,25,Nagpur,Maharashtra,Prepaid,VoLTE,747.7,28.26,2028.7,IndiTel Communications
CUST07966,Lakshit Zachariah,+919922537691,Male,30,Karimnagar,Telangana,Prepaid,5G,311.5,23.5,829.23,IndiTel Communications
CUST07967,Nirvaan Sinha,+919975311933,Male,33,Karimnagar,Telangana,Prepaid,5G,352.1,47.57,2286.74,IndiTel Communications
CUST07968,Nayantara Aggarwal,+918955615192,Female,50,Mysore,Karnataka,Prepaid,VoLTE,923.0,40.11,1181.41,IndiTel Communications
CUST07969,Indranil Batra,+919199699344,Female,64,Mysore,Karnataka,Postpaid,5G,162.2,11.75,1844.57,IndiTel Communications
CUST07970,Ishita Deshpande,+917100385988,Female,52,Noida,Uttar Pradesh,Prepaid,4G,742.4,11.81,168.2,IndiTel Communications
CUST07971,Sumer Sethi,+917946854110,Male,18,Dwarka,Delhi,Prepaid,4G,425.7,14.7,958.29,IndiTel Communications
CUST07972,Nirvi Virk,+919721074392,Female,20,Kanpur,Uttar Pradesh,Postpaid,5G,142.0,38.04,972.14,IndiTel Communications
CUST07973,Divit Raja,+918883541151,Female,46,Howrah,West Bengal,Prepaid,VoLTE,978.0,14.73,1597.65,IndiTel Communications
CUST07974,Amira Wadhwa,+918101119745,Male,30,Mangalore,Karnataka,Prepaid,5G,520.3,42.15,1483.04,IndiTel Communications
CUST07975,Mannat Saraf,+919452626939,Male,26,Dwarka,Delhi,Prepaid,5G,534.3,11.08,850.73,IndiTel Communications
CUST07976,Suhana Ahluwalia,+919480945040,Female,58,Rohini,Delhi,Prepaid,5G,941.0,13.04,1701.64,IndiTel Communications
CUST07977,Miraan Salvi,+918955022663,Male,19,Warangal,Telangana,Prepaid,5G,349.3,24.32,1326.71,IndiTel Communications
CUST07978,Ritvik Bath,+917099709477,Male,57,Noida,Uttar Pradesh,Prepaid,VoLTE,125.1,30.12,1557.41,IndiTel Communications
CUST07979,Advika Guha,+917875886963,Male,29,Mangalore,Karnataka,Postpaid,4G,407.6,42.66,554.98,IndiTel Communications
CUST07980,Taimur Walia,+918888168660,Female,35,Kanpur,Uttar Pradesh,Postpaid,4G,853.4,46.37,970.45,IndiTel Communications
CUST07981,Anay Halder,+919465177563,Male,41,Dwarka,Delhi,Prepaid,5G,316.5,2.18,1146.66,IndiTel Communications
CUST07982,Keya Krish,+919913892617,Female,57,Kolkata,West Bengal,Postpaid,5G,557.5,29.42,2465.18,IndiTel Communications
CUST07983,Anay Zacharia,+917042590170,Male,43,Kanpur,Uttar Pradesh,Prepaid,VoLTE,508.4,2.94,2008.99,IndiTel Communications
CUST07984,Diya Suri,+918719744911,Male,45,Kanpur,Uttar Pradesh,Prepaid,4G,813.6,49.6,2462.93,IndiTel Communications
CUST07985,Anahita Chada,+917732408832,Female,60,Noida,Uttar Pradesh,Prepaid,VoLTE,985.4,39.9,905.27,IndiTel Communications
CUST07986,Piya Deo,+919620133988,Female,20,Dwarka,Delhi,Postpaid,VoLTE,367.5,31.11,2272.59,IndiTel Communications
CUST07987,Aradhya Sachdev,+918026909281,Female,30,Kanpur,Uttar Pradesh,Postpaid,VoLTE,540.2,15.63,1730.87,IndiTel Communications
CUST07988,Riya Ganguly,+918753477355,Female,65,Rohini,Delhi,Postpaid,4G,875.2,14.58,836.06,IndiTel Communications
CUST07989,Hansh Jaggi,+919398521458,Female,21,Coimbatore,Tamil Nadu,Postpaid,VoLTE,276.1,37.76,633.64,IndiTel Communications
CUST07990,Heer Sarraf,+917282247292,Female,44,Pune,Maharashtra,Prepaid,5G,566.2,3.65,2407.14,IndiTel Communications
CUST07991,Oorja Maharaj,+919084730112,Female,22,Durgapur,West Bengal,Prepaid,5G,614.7,1.8,1588.84,IndiTel Communications
CUST07992,Aaina Raju,+917811175286,Male,31,Rohini,Delhi,Postpaid,VoLTE,338.3,41.77,751.18,IndiTel Communications
CUST07993,Aaryahi Tata,+919969316815,Male,41,Mangalore,Karnataka,Postpaid,4G,794.0,41.27,169.81,IndiTel Communications
CUST07994,Baiju Sandhu,+917255453318,Female,57,Howrah,West Bengal,Postpaid,VoLTE,799.3,8.07,2487.54,IndiTel Communications
CUST07995,Tejas Brahmbhatt,+917957747793,Female,52,Kolkata,West Bengal,Prepaid,VoLTE,264.2,12.86,650.62,IndiTel Communications
CUST07996,Nakul Deshmukh,+918689410564,Male,59,Noida,Uttar Pradesh,Postpaid,VoLTE,739.0,48.06,2002.29,IndiTel Communications
CUST07997,Rohan De,+918166615789,Male,65,Pune,Maharashtra,Prepaid,4G,269.9,12.67,2043.55,IndiTel Communications
CUST07998,Heer Bera,+918712092150,Female,38,Ahmedabad,Gujarat,Prepaid,VoLTE,744.9,42.94,1155.78,IndiTel Communications
CUST07999,Divyansh Rau,+917864454744,Female,53,Lucknow,Uttar Pradesh,Prepaid,4G,402.3,45.36,838.92,IndiTel Communications
CUST08000,Heer D’Alia,+918606620143,Female,56,Mumbai,Maharashtra,Prepaid,5G,777.8,45.45,1353.72,IndiTel Communications
CUST08001,Sara Uppal,+918226626695,Male,42,Nagpur,Maharashtra,Prepaid,4G,324.7,10.19,990.28,IndiTel Communications
CUST08002,Zara Sagar,+918448387301,Male,56,Rohini,Delhi,Postpaid,VoLTE,366.2,19.72,2067.5,IndiTel Communications
CUST08003,Charvi Talwar,+919560623331,Male,51,Mangalore,Karnataka,Postpaid,VoLTE,452.8,40.41,1872.96,IndiTel Communications
CUST08004,Navya Tara,+918161301729,Female,35,Nagpur,Maharashtra,Postpaid,4G,250.9,26.98,1655.02,IndiTel Communications
CUST08005,Farhan Toor,+918170927023,Male,29,Dwarka,Delhi,Postpaid,5G,158.3,47.51,660.08,IndiTel Communications
CUST08006,Adira Char,+918866570729,Female,58,Mangalore,Karnataka,Prepaid,VoLTE,222.0,2.35,908.48,IndiTel Communications
CUST08007,Miraya Doshi,+918043971637,Male,55,Warangal,Telangana,Prepaid,5G,306.2,1.07,1963.23,IndiTel Communications
CUST08008,Hansh Dhar,+917290573065,Male,34,Warangal,Telangana,Prepaid,4G,403.5,43.25,648.09,IndiTel Communications
CUST08009,Shaan Yogi,+918335642936,Male,53,Mangalore,Karnataka,Postpaid,VoLTE,575.3,33.03,2256.13,IndiTel Communications
CUST08010,Arnav Bajwa,+918569761300,Male,26,Howrah,West Bengal,Prepaid,VoLTE,910.7,42.7,1245.9,IndiTel Communications
CUST08011,Hazel Divan,+917434738102,Female,65,Pune,Maharashtra,Postpaid,5G,460.8,28.92,2080.7,IndiTel Communications
CUST08012,Anya Din,+918174422293,Male,22,Madurai,Tamil Nadu,Postpaid,4G,112.7,3.49,2471.61,IndiTel Communications
CUST08013,Samarth De,+919569133514,Male,25,Kolkata,West Bengal,Prepaid,4G,753.4,29.08,933.36,IndiTel Communications
CUST08014,Biju Sahni,+917650271078,Male,40,Ahmedabad,Gujarat,Prepaid,VoLTE,243.3,10.55,2309.93,IndiTel Communications
CUST08015,Keya Rattan,+918784102870,Female,56,Warangal,Telangana,Prepaid,4G,862.1,25.3,1938.24,IndiTel Communications
CUST08016,Aarav Dubey,+918941003919,Male,57,Dwarka,Delhi,Postpaid,VoLTE,202.7,26.32,1309.42,IndiTel Communications
CUST08017,Sara Kadakia,+918253311239,Female,56,Noida,Uttar Pradesh,Postpaid,VoLTE,536.5,1.84,166.52,IndiTel Communications
CUST08018,Indranil Chandra,+918119723273,Female,63,Howrah,West Bengal,Postpaid,4G,701.3,45.44,696.0,IndiTel Communications
CUST08019,Neelofar Babu,+919688449244,Female,20,Mysore,Karnataka,Prepaid,5G,964.3,10.47,1799.11,IndiTel Communications
CUST08020,Miraya Mahal,+918887708517,Male,51,Mangalore,Karnataka,Prepaid,5G,198.5,30.75,1568.29,IndiTel Communications
CUST08021,Anika Kala,+919942937742,Male,46,Warangal,Telangana,Prepaid,5G,320.2,38.53,1175.62,IndiTel Communications
CUST08022,Mahika Raju,+918654068390,Male,32,Mumbai,Maharashtra,Prepaid,VoLTE,554.9,31.24,615.91,IndiTel Communications
CUST08023,Taimur Sharaf,+917700640077,Male,54,Mysore,Karnataka,Prepaid,5G,470.5,36.03,1455.13,IndiTel Communications
CUST08024,Renee Sharma,+919932264044,Female,61,Hyderabad,Telangana,Prepaid,VoLTE,566.6,37.63,1127.44,IndiTel Communications
CUST08025,Vedika Shenoy,+917417288168,Female,29,Mangalore,Karnataka,Postpaid,5G,712.4,19.68,191.15,IndiTel Communications
CUST08026,Rhea Biswas,+917120028754,Female,42,Bangalore,Karnataka,Prepaid,5G,817.8,15.63,1976.3,IndiTel Communications
CUST08027,Darshit Tara,+919736375936,Female,52,Dwarka,Delhi,Postpaid,VoLTE,294.8,9.09,2415.64,IndiTel Communications
CUST08028,Jhanvi Lalla,+917600902306,Female,24,Durgapur,West Bengal,Postpaid,VoLTE,803.4,24.84,235.35,IndiTel Communications
CUST08029,Raghav Mannan,+919015823013,Male,29,Coimbatore,Tamil Nadu,Prepaid,5G,188.9,11.05,2484.46,IndiTel Communications
CUST08030,Ritvik Kade,+919170630607,Male,22,Surat,Gujarat,Postpaid,VoLTE,703.1,38.73,417.86,IndiTel Communications
CUST08031,Romil Kar,+917465871478,Female,47,Noida,Uttar Pradesh,Prepaid,5G,173.5,30.18,1616.99,IndiTel Communications
CUST08032,Amira Dayal,+918517075308,Male,28,Rohini,Delhi,Postpaid,4G,883.3,34.54,1418.1,IndiTel Communications
CUST08033,Hunar Sidhu,+918641465247,Female,52,Warangal,Telangana,Prepaid,VoLTE,561.2,19.41,1873.23,IndiTel Communications
CUST08034,Sumer Swamy,+918198767859,Female,19,Dwarka,Delhi,Postpaid,VoLTE,382.7,18.35,1602.8,IndiTel Communications
CUST08035,Misha Tella,+919605991319,Female,65,Mysore,Karnataka,Prepaid,4G,280.0,45.62,397.26,IndiTel Communications
CUST08036,Manjari Lad,+917460734117,Male,29,Howrah,West Bengal,Postpaid,VoLTE,699.1,40.36,2405.38,IndiTel Communications
CUST08037,Kabir Lala,+917963353108,Male,62,Coimbatore,Tamil Nadu,Prepaid,5G,935.3,29.2,508.53,IndiTel Communications
CUST08038,Badal Chada,+918458631803,Male,56,Bangalore,Karnataka,Prepaid,4G,964.9,44.26,2390.26,IndiTel Communications
CUST08039,Anika Rajagopalan,+917318445829,Male,53,Warangal,Telangana,Prepaid,5G,571.8,5.22,328.37,IndiTel Communications
CUST08040,Nehmat Mahal,+917669157763,Female,29,Hyderabad,Telangana,Postpaid,VoLTE,482.4,13.91,2492.16,IndiTel Communications
CUST08041,Azad Iyer,+918312222568,Male,65,Howrah,West Bengal,Postpaid,VoLTE,275.3,39.1,644.98,IndiTel Communications
CUST08042,Tanya Choudhry,+918639071423,Female,32,Howrah,West Bengal,Postpaid,4G,648.1,10.63,410.94,IndiTel Communications
CUST08043,Krish Badami,+917631378777,Male,58,Madurai,Tamil Nadu,Postpaid,4G,639.8,1.94,2162.49,IndiTel Communications
CUST08044,Tarini Bawa,+918586313621,Female,54,Durgapur,West Bengal,Prepaid,5G,949.9,10.14,1153.78,IndiTel Communications
CUST08045,Riya Vala,+919474592298,Male,36,Vadodara,Gujarat,Prepaid,4G,678.7,15.3,1262.0,IndiTel Communications
CUST08046,Kismat Bandi,+918290543583,Female,19,New Delhi,Delhi,Prepaid,4G,292.4,38.05,1195.96,IndiTel Communications
CUST08047,Dhanush Borra,+917271526134,Female,57,Mangalore,Karnataka,Prepaid,VoLTE,274.5,11.32,1617.91,IndiTel Communications
CUST08048,Manikya Reddy,+918419718499,Female,57,Kanpur,Uttar Pradesh,Postpaid,VoLTE,374.5,37.16,397.01,IndiTel Communications
CUST08049,Nirvi Bedi,+918186247467,Female,20,Dwarka,Delhi,Postpaid,VoLTE,266.5,32.67,1579.39,IndiTel Communications
CUST08050,Sana Sachdev,+918357683800,Female,56,Mysore,Karnataka,Postpaid,VoLTE,426.7,26.11,1712.07,IndiTel Communications
CUST08051,Ritvik Chopra,+917550796361,Male,62,Nagpur,Maharashtra,Prepaid,4G,695.8,31.41,504.49,IndiTel Communications
CUST08052,Anahita Sahota,+919100603395,Male,32,Rohini,Delhi,Prepaid,VoLTE,965.5,9.0,1875.24,IndiTel Communications
CUST08053,Hrishita Ganesh,+919216659872,Male,28,Durgapur,West Bengal,Postpaid,VoLTE,258.3,29.57,1779.89,IndiTel Communications
CUST08054,Vritika Dayal,+918375663749,Male,24,Mangalore,Karnataka,Prepaid,4G,145.2,10.95,2215.48,IndiTel Communications
CUST08055,Neysa Kala,+918549281960,Male,25,Mysore,Karnataka,Postpaid,VoLTE,229.3,44.91,905.0,IndiTel Communications
CUST08056,Bhavin Mall,+919710417417,Female,31,Pune,Maharashtra,Postpaid,5G,267.7,16.38,157.2,IndiTel Communications
CUST08057,Nitya Bora,+918900715874,Female,49,Pune,Maharashtra,Postpaid,VoLTE,850.3,8.1,1348.15,IndiTel Communications
CUST08058,Mahika Bhandari,+919983944128,Female,33,Dwarka,Delhi,Prepaid,5G,610.6,8.9,379.66,IndiTel Communications
CUST08059,Kiara Rattan,+919131105218,Female,31,Durgapur,West Bengal,Prepaid,VoLTE,910.2,2.1,1830.28,IndiTel Communications
CUST08060,Ritvik Basak,+918155822233,Male,38,Howrah,West Bengal,Postpaid,4G,662.5,22.18,1538.93,IndiTel Communications
CUST08061,Elakshi Chahal,+917743778078,Male,37,Surat,Gujarat,Prepaid,5G,281.0,3.61,1705.88,IndiTel Communications
CUST08062,Anya Agrawal,+917848548898,Female,52,Lucknow,Uttar Pradesh,Prepaid,5G,722.3,15.74,574.26,IndiTel Communications
CUST08063,Madhav Tara,+919570138516,Female,47,Mysore,Karnataka,Prepaid,5G,523.3,10.07,1484.3,IndiTel Communications
CUST08064,Vivaan Khalsa,+917695399573,Male,21,Bangalore,Karnataka,Prepaid,VoLTE,358.8,1.95,1117.16,IndiTel Communications
CUST08065,Ehsaan Baral,+919805189333,Male,51,Durgapur,West Bengal,Postpaid,VoLTE,875.2,25.9,1393.09,IndiTel Communications
CUST08066,Mannat Dey,+919670678634,Male,53,Mysore,Karnataka,Postpaid,VoLTE,408.4,12.65,496.87,IndiTel Communications
CUST08067,Yuvaan Kara,+919695764424,Female,35,Karimnagar,Telangana,Postpaid,VoLTE,915.0,49.88,1052.27,IndiTel Communications
CUST08068,Hunar Setty,+918155344870,Female,51,Rohini,Delhi,Postpaid,4G,166.2,31.91,2131.59,IndiTel Communications
CUST08069,Kaira Hari,+917294369108,Female,60,Hyderabad,Telangana,Prepaid,5G,869.3,1.03,2229.98,IndiTel Communications
CUST08070,Neysa Chand,+919028178570,Male,25,Mysore,Karnataka,Postpaid,VoLTE,484.5,38.9,1301.25,IndiTel Communications
CUST08071,Zoya Sampath,+917382408292,Female,20,Kolkata,West Bengal,Postpaid,4G,921.4,30.97,736.41,IndiTel Communications
CUST08072,Raunak Comar,+919101828965,Female,43,Ahmedabad,Gujarat,Prepaid,5G,842.0,14.43,2040.92,IndiTel Communications
CUST08073,Dhruv Chana,+919820046731,Female,32,Mumbai,Maharashtra,Postpaid,5G,451.0,30.16,1277.15,IndiTel Communications
CUST08074,Nehmat Babu,+918540432217,Male,26,Chennai,Tamil Nadu,Prepaid,VoLTE,152.2,14.12,1817.72,IndiTel Communications
CUST08075,Uthkarsh Dave,+917651424591,Male,28,Durgapur,West Bengal,Prepaid,VoLTE,999.6,31.65,1262.41,IndiTel Communications
CUST08076,Jiya Tandon,+919767765478,Male,36,New Delhi,Delhi,Prepaid,5G,188.4,47.38,1863.17,IndiTel Communications
CUST08077,Shayak Sami,+919444487497,Male,54,Lucknow,Uttar Pradesh,Prepaid,5G,429.8,32.9,1904.68,IndiTel Communications
CUST08078,Ryan Chatterjee,+917866057835,Male,44,Pune,Maharashtra,Prepaid,4G,502.4,30.53,1008.45,IndiTel Communications
CUST08079,Armaan Ram,+917411561374,Female,23,Madurai,Tamil Nadu,Postpaid,4G,671.0,44.07,229.8,IndiTel Communications
CUST08080,Kanav Gade,+917172363556,Female,30,Pune,Maharashtra,Prepaid,5G,150.1,42.37,1882.76,IndiTel Communications
CUST08081,Miraya Jani,+919061506368,Male,46,Ahmedabad,Gujarat,Prepaid,4G,445.2,19.79,2262.37,IndiTel Communications
CUST08082,Kimaya Sem,+917960075335,Male,30,New Delhi,Delhi,Prepaid,5G,349.1,26.36,2326.11,IndiTel Communications
CUST08083,Drishya Hayer,+918332264211,Male,27,Kolkata,West Bengal,Postpaid,VoLTE,791.5,43.59,1810.81,IndiTel Communications
CUST08084,Aarav Mahal,+918404105444,Female,60,Pune,Maharashtra,Postpaid,5G,926.6,20.04,2147.74,IndiTel Communications
CUST08085,Yashvi Chadha,+919589463855,Female,45,Mangalore,Karnataka,Postpaid,VoLTE,529.4,31.02,716.76,IndiTel Communications
CUST08086,Bhavin Chaudhari,+917059229982,Female,40,Karimnagar,Telangana,Prepaid,5G,513.4,48.59,1792.94,IndiTel Communications
CUST08087,Sahil Loke,+918335138692,Female,41,Vadodara,Gujarat,Postpaid,5G,539.5,33.42,572.36,IndiTel Communications
CUST08088,Pari Gupta,+917140253133,Female,64,Rohini,Delhi,Prepaid,4G,909.1,17.78,1004.78,IndiTel Communications
CUST08089,Romil Randhawa,+917952184637,Female,33,Nagpur,Maharashtra,Postpaid,5G,696.6,41.29,446.12,IndiTel Communications
CUST08090,Ela Chacko,+917950951523,Female,33,Rohini,Delhi,Postpaid,4G,252.7,9.82,1885.09,IndiTel Communications
CUST08091,Hazel Dave,+918260953701,Male,19,Howrah,West Bengal,Postpaid,VoLTE,644.3,10.34,2279.67,IndiTel Communications
CUST08092,Samar Barad,+918364844406,Male,18,Howrah,West Bengal,Postpaid,4G,104.2,6.73,1158.04,IndiTel Communications
CUST08093,Shanaya Saran,+918782882158,Male,65,Dwarka,Delhi,Prepaid,5G,788.2,37.69,1090.36,IndiTel Communications
CUST08094,Nehmat Brahmbhatt,+917273923222,Male,21,Vadodara,Gujarat,Postpaid,4G,893.9,45.01,1035.79,IndiTel Communications
CUST08095,Urvi Bumb,+918371257056,Female,46,Kanpur,Uttar Pradesh,Prepaid,VoLTE,508.1,12.21,1148.89,IndiTel Communications
CUST08096,Lagan Issac,+919920794746,Female,20,Rohini,Delhi,Prepaid,5G,586.7,43.63,2240.74,IndiTel Communications
CUST08097,Kabir Mangal,+917728765580,Female,53,Bangalore,Karnataka,Postpaid,5G,635.2,3.63,1524.47,IndiTel Communications
CUST08098,Madhup Krishnan,+918684126808,Female,47,Mangalore,Karnataka,Postpaid,VoLTE,639.6,25.94,1603.2,IndiTel Communications
CUST08099,Mahika Rajagopalan,+919289230056,Male,29,Howrah,West Bengal,Prepaid,5G,588.2,15.25,635.38,IndiTel Communications
CUST08100,Shamik Aggarwal,+918781890940,Female,59,Vadodara,Gujarat,Prepaid,VoLTE,162.7,9.71,714.7,IndiTel Communications
CUST08101,Inaaya  Shanker,+917466056909,Female,36,Noida,Uttar Pradesh,Prepaid,4G,187.0,26.72,898.17,IndiTel Communications
CUST08102,Nitara Bhatia,+918238418415,Male,56,Madurai,Tamil Nadu,Postpaid,VoLTE,614.2,22.78,272.88,IndiTel Communications
CUST08103,Ela Chokshi,+919004028860,Male,34,Mangalore,Karnataka,Prepaid,4G,172.6,5.08,563.77,IndiTel Communications
CUST08104,Gatik Chad,+918399213465,Male,31,Chennai,Tamil Nadu,Postpaid,4G,257.0,25.92,968.72,IndiTel Communications
CUST08105,Dishani Dhar,+919453236178,Male,24,Pune,Maharashtra,Postpaid,4G,191.7,17.55,2371.59,IndiTel Communications
CUST08106,Mamooty Manne,+919917554628,Female,49,Dwarka,Delhi,Postpaid,5G,330.1,33.36,1751.08,IndiTel Communications
CUST08107,Ela Sem,+917464395641,Male,21,Durgapur,West Bengal,Postpaid,4G,367.0,45.89,736.21,IndiTel Communications
CUST08108,Yashvi Chaudhary,+919487977238,Male,22,Durgapur,West Bengal,Postpaid,VoLTE,351.0,15.66,1185.29,IndiTel Communications
CUST08109,Mishti Atwal,+918728408120,Male,54,Karimnagar,Telangana,Postpaid,VoLTE,976.8,6.36,2286.9,IndiTel Communications
CUST08110,Urvi Bajwa,+917114122604,Male,54,New Delhi,Delhi,Postpaid,4G,190.9,21.43,505.26,IndiTel Communications
CUST08111,Khushi Sastry,+919109531954,Male,39,Rohini,Delhi,Postpaid,5G,784.0,4.1,909.13,IndiTel Communications
CUST08112,Kimaya Tripathi,+917988877810,Male,37,Rohini,Delhi,Postpaid,4G,242.9,23.41,2425.65,IndiTel Communications
CUST08113,Anahita Mand,+918362662709,Male,41,Dwarka,Delhi,Prepaid,VoLTE,456.4,13.48,1530.97,IndiTel Communications
CUST08114,Uthkarsh Shanker,+917691531801,Male,35,Nagpur,Maharashtra,Prepaid,4G,908.7,34.68,1107.33,IndiTel Communications
CUST08115,Shayak Taneja,+917925830993,Female,51,Bangalore,Karnataka,Prepaid,5G,847.1,48.36,2150.33,IndiTel Communications
CUST08116,Amira Ganguly,+917445809631,Female,61,Dwarka,Delhi,Postpaid,VoLTE,218.9,19.94,1107.98,IndiTel Communications
CUST08117,Myra Yohannan,+919479254836,Female,57,Ahmedabad,Gujarat,Postpaid,5G,398.4,36.51,1146.2,IndiTel Communications
CUST08118,Rhea Lal,+918047685747,Male,23,Dwarka,Delhi,Postpaid,5G,403.4,48.05,2050.72,IndiTel Communications
CUST08119,Uthkarsh Dara,+918041003880,Male,37,Ahmedabad,Gujarat,Prepaid,4G,290.1,1.8,390.65,IndiTel Communications
CUST08120,Heer Sachdeva,+918303330468,Female,21,Lucknow,Uttar Pradesh,Postpaid,4G,768.3,45.58,1873.7,IndiTel Communications
CUST08121,Kimaya Saini,+918792368900,Male,28,Surat,Gujarat,Postpaid,5G,288.0,47.69,1631.08,IndiTel Communications
CUST08122,Gatik Bose,+919814251729,Female,53,Hyderabad,Telangana,Postpaid,5G,577.6,18.3,1354.11,IndiTel Communications
CUST08123,Saanvi Dube,+918150892972,Female,54,Madurai,Tamil Nadu,Postpaid,5G,575.1,14.64,1553.86,IndiTel Communications
CUST08124,Nehmat Sathe,+917786110522,Male,63,Vadodara,Gujarat,Postpaid,VoLTE,984.4,48.02,565.13,IndiTel Communications
CUST08125,Samiha Dua,+918897874880,Female,54,Kanpur,Uttar Pradesh,Postpaid,VoLTE,462.1,42.62,1678.84,IndiTel Communications
CUST08126,Sahil Sagar,+917765091533,Female,30,Ahmedabad,Gujarat,Prepaid,4G,965.9,9.46,1087.91,IndiTel Communications
CUST08127,Riaan Konda,+917346936991,Male,29,Lucknow,Uttar Pradesh,Prepaid,VoLTE,277.9,42.91,2276.55,IndiTel Communications
CUST08128,Eva Sant,+918414809079,Male,28,Dwarka,Delhi,Prepaid,VoLTE,528.3,42.42,960.03,IndiTel Communications
CUST08129,Bhavin Goel,+919052268953,Female,61,Noida,Uttar Pradesh,Postpaid,4G,253.3,23.82,715.13,IndiTel Communications
CUST08130,Emir Wadhwa,+919600126086,Female,30,Noida,Uttar Pradesh,Postpaid,4G,312.6,36.79,1803.69,IndiTel Communications
CUST08131,Anvi Sankaran,+917507448369,Male,29,Mysore,Karnataka,Prepaid,VoLTE,484.6,18.54,1123.15,IndiTel Communications
CUST08132,Elakshi Ramakrishnan,+917442258751,Male,46,Warangal,Telangana,Postpaid,5G,779.3,25.92,2239.13,IndiTel Communications
CUST08133,Indrans Sankar,+917133599602,Female,54,Kolkata,West Bengal,Postpaid,4G,877.5,33.21,1827.17,IndiTel Communications
CUST08134,Neysa Yogi,+919483766979,Female,18,Vadodara,Gujarat,Postpaid,5G,126.9,15.05,506.18,IndiTel Communications
CUST08135,Vaibhav Saini,+917438642470,Male,61,Coimbatore,Tamil Nadu,Prepaid,5G,221.9,4.37,628.34,IndiTel Communications
CUST08136,Samiha Buch,+919897440713,Male,28,Vadodara,Gujarat,Prepaid,4G,751.5,10.02,620.15,IndiTel Communications
CUST08137,Lakshit Master,+917546594297,Female,51,Karimnagar,Telangana,Postpaid,4G,361.9,47.44,288.29,IndiTel Communications
CUST08138,Aaina Hayre,+918534961511,Female,45,Chennai,Tamil Nadu,Prepaid,4G,160.7,19.66,1254.48,IndiTel Communications
CUST08139,Gatik Rout,+918800950814,Male,56,Howrah,West Bengal,Prepaid,4G,859.5,26.51,2064.25,IndiTel Communications
